"","score","text","class"
"9659",4,"sumpaa takbir keliling palingg seru pas momen malam takbir","Positive"
"9660",4,"aman malam takbir brimob bone laksana patroligabungan ","Positive"
"9661",0,"gass terus jemput rejeki malam takbir ","Neutral"
"9662",0,"bukan takbir malah pada main bola lu ","Neutral"
"9663",4," halooooooo selamat takbir ya sayangg mohon maaf lahir batin ya kak maaf kembali aku ucap untuk tooo","Positive"
"9664",0," takbir di kamar bun","Neutral"
"9665",0," diksih pap malam takbir sama ayang","Neutral"
"9666",0," malam takbir gue isi dengan tangis karena hyunlix n skz haaaahhh","Neutral"
"9667",-1,"rt rt situasi arus lalu lintas di alun alun banjar malam takbir","Negative"
"9668",-4,"eh ini chelsea kalah kg tonton lagi takbir gue ","Negative"
"9669",0,"kapolsek kuala jambi pimpin apel kesiap malam takbir di masjid al azhar minggu mei ","Neutral"
"9670",-2,"malam takbir kok hujan ya","Negative"
"9671",4,"jelang idulfitri ketika jiwa raga sedang hanyut oleh syahdu malam menang distraksi muncul ketika suara takbir yang dengar ubah jadi nada rock n roll itu bocil di mesjid mau takbir atau tawur sih","Positive"
"9672",-1,"pada tahun belum ramadan tuh rasa kesan banget enggak tau ramadan tahun ini asa ada yang kurang saja begitu malm takbir pun begini ada yang rasa hal yang sama ","Negative"
"9673",0,"kata gue malam takbir ini gue sar jangan baca update an akhir boyfriend rent","Neutral"
"9674",0,"bangsuy ini malam takbir malah bikin layang","Neutral"
"9675",4,"kangen banget takbir keliling tahun yang lalu sempat skip ya wak ","Positive"
"9676",0,"rt sedih malam takbir semua orang sama teman nya pada kumpul aku hanya dirumahgapapa yang penting masih bisa kumpul sama","Neutral"
"9677",0,"rt habis jebak macet gara gara takbir kelilingface the sun trailer facethesun ada seventeen ","Neutral"
"9678",4,"senang deh malam takbir nugas ","Positive"
"9679",0,"malam takbir malah hujan ","Neutral"
"9680",-2," kok bisa aku takbir enggak pernah ada dangdut wkwk","Negative"
"9681",0," takbir ya smoothie","Neutral"
"9682",4,"rt buat yang muslim kalian nanti pas malam takbir full doa sama allah atau ajar utbk ptn ","Positive"
"9683",-4,"aku simak sih debu jane sama uyuy saja mereka takbir malah ghibah sudah mana aku enggak kasih tau","Negative"
"9684",-4,"rt jia jia jia amlem takbir ajak mana ini ","Negative"
"9685",-1,"larang takbir di jalan raya polresta kota bogor laku awas larangantakbiran","Negative"
"9686",-4,"jion lu ngapa deh buat dosa malam takbir ","Negative"
"9687",0,"baru suruh takbir malah nyetak gol ","Neutral"
"9688",0,"malam takbir tahun lalu mellow karena ada suami malam takbir tahun ini ngantuk saja rasa ","Neutral"
"9689",0," as takbir kan jadi lupa tugas hayo ","Neutral"
"9690",-4," licaaaa mohon maaf lahir batin kembali cerita cerita dong kamu sudah siapin apa buat lebaran malam takbir mana ","Negative"
"9691",0,"yang malam takbir gabut dman saja yuk gih sama here","Neutral"
"9692",-2,"hidup hanya harisatu hari pihak padamusatu hari lawan muketika hari sedang sama mu jangan lah bangga diriketika hari lawan mu dengan kejam bersabarlahkarena dua nya hanya lah uji bagi muselamat hari raya idul fitri idulfitri takbir","Negative"
"9693",0,"ayo takbir onlen sama ","Neutral"
"9694",0," takbir di empang saja","Neutral"
"9695",0,"orang takbir lu nangissss hadehhhh","Neutral"
"9696",0,"dessert di malam takbir ","Neutral"
"9697",0,"takbir rame lagi gais setelah dua tahun","Neutral"
"9698",0," bismillah di malam takbir ini dapat rezeki ya allah","Neutral"
"9699",0,"malam takbir ujan ","Neutral"
"9700",3,"setelah tahun vakum tahun ini kembali lagi takbir pakai oncor selamat hari raya idul fitri h ","Positive"
"9701",-7,"besooo lebaran hueee always dah tiap malam takbir rasa mau tangis muluk bawa hormon kali ya ingfo beso enggak sholat ied lagi hiks pliss dari nyata aku enggak sholat tangis brutal","Negative"
"9702",4,"marak malam takbir di fakfak papua barat umat muslim dari masjid ikut pawai obor lewat fakfak papua idulfitri syawal menang lebaran kotafakfak","Positive"
"9703",0,"malam takbir apa minum cokelat panas main tic tac toe ","Neutral"
"9704",0,"tunggu story teman teman up video takbir","Neutral"
"9705",0," wkw wkkwk mabok takbir","Neutral"
"9706",-2,"gasalahin orang takbir tapi bisa enggak sih takbir kalo pakai mic enggak usah triak begitu lo omong alus saja sudah dengar kok di mic enggak usah maka triak anak gue tidur kaget tidur kaget mulu hf","Negative"
"9707",-3,"bocil takbir absen dulu ","Negative"
"9708",-3," orang tuh pada takbir ini malah open bo dasar benconk jahannam marahinnn ","Negative"
"9709",0,"sudah enggak punya energi buat macet macet takbir","Neutral"
"9710",0,"rt pada ikut takbir apa di kamar saja ","Neutral"
"9711",0," mending ikut takbir","Neutral"
"9712",0,"mocay lagi muter takbir kayak sudah jam di luar belum balik ","Neutral"
"9713",-3,"when orang takbir aku bingung mau apa","Negative"
"9714",1,"enggak tau soal enggak pernah laku takbir kenyang jalan apa bagaimana nih v lama tuh perut masih ada celah enggak apa-apa isi saja dengan eskrim answerella","Positive"
"9715",-6," scrool twt sambil takbir deh mantap kalo keluar dapat capek doang karena bakal macet parah","Negative"
"9716",1,"malam takbir tahun kemarin aku apa ya kok kaya rame banget","Positive"
"9717",-4," takbir mana kak","Negative"
"9718",-2,"pecah oleh pilpres satu oleh malam takbir ","Negative"
"9719",0,"tunggu konten takbir nyetel satru dj remix","Neutral"
"9720",-4,"akhir ada lagi salah satu momen yang tunggu ketika mudik malam takbir pakai obor ","Negative"
"9721",0,"takbir coyy","Neutral"
"9722",-1,"kalo dengar takbir flashbacknya pasti masa kecil ","Negative"
"9723",0,"malam takbir baca fic ","Neutral"
"9724",0," di mesjid komplek aku enggak ada yang takbir masaa tahun lalu juga begitu paling di rw sebelah kdengeran","Neutral"
"9725",-4,"kamu malam takbir mana ","Negative"
"9726",0," ebyy ikut takbir enggak ","Neutral"
"9727",0,"malam takbir begini bm keliling bdg bareng khaotung","Neutral"
"9728",-9,"nasib banget tinggal di kampung masjid depan belakang kanan kiri depan pojok kanan depan pojok kiri pada takbir terus ini anak anak keliling takbir ada kembang api mana ada kucing antem lagi enggak bisa tidur anjir gueeee","Negative"
"9729",0,"after a long years akhir takbir keliling lagi such a vibe with anak anak kampung","Neutral"
"9730",2," pokok jangan ke mall atau area area publik sih bisa ke indomaret cari makan atau cuma keliling keliling saja cari angin sama nikmat vibe takbir","Positive"
"9731",0,"h bukan takbir","Neutral"
"9732",0," g dengar orang takbir","Neutral"
"9733",0,"ayangku di malam takbir rek wkwkwkwk ","Neutral"
"9734",-2," iya ini biasa orang sini jadi tiap malam takbir selalu ada enggak pernah enggak ada","Negative"
"9735",0," kak promo malam takbir yuk","Neutral"
"9736",-1,"kembali ke malam takbir belum pandemi rame banget depan rumah","Negative"
"9737",0,"takbir ramadan takbir ","Neutral"
"9738",0," takbir ya balap ","Neutral"
"9739",-3,"doi yang mau takbir gue yang bingung karena gue ucap kapan deh ","Negative"
"9740",0," yaampun gweh takbir tonton kinnporsche","Neutral"
"9741",0,"malam takbir kalian kemanaaa ","Neutral"
"9742",4,"rt greshan twotweet au capek selamat takbir guys ","Positive"
"9743",0,"di luar suara takbir di kamar suara meeting ","Neutral"
"9744",-1,"pengin begadang tuh biar dengar suara takbir sampai pagi soal tahun depan belum tentu bisa dengar ","Negative"
"9745",0,"bagaimana malam takbir kamu ","Neutral"
"9746",4,"malam takbir ini sayang realangleopenbopalembang availopenbopalembang availpalembang bopalembang openbopalembang availbopalembang bisyarpalembang lendirpalembang bispakpalembang trustedanglepalembang ","Positive"
"9747",0,"takbir malah cari cowok lewat tipe motor aowkaoke","Neutral"
"9748",2,"kok orang pada suka nontonin takbir ya kayak berdri pinggir jalan begitu","Positive"
"9749",3,"ost nya fairy tail anjg banget bisa bikin rinding begini cocok pas takbir","Positive"
"9750",4,"malam takbir ajar abah pakai radio baru","Positive"
"9751",0,"rt sunah di hari raya dan dalil mulai takbir sampai mandi keramas ","Neutral"
"9752",0,"takbir bareng bokap bokap memang beda ","Neutral"
"9753",0,"malam takbir depan rumah jalan raya adalah buah ke masyaallah an niqmattt banget","Neutral"
"9754",-5,"dasar orang aneh takbir kok mabok bayang udahnya tinggal gaikut lebaran makan rendang","Negative"
"9755",0,"meluo takbir kono cok ngerusuh saja isa ","Neutral"
"9756",5,"benar bisa gila takbir gue ngerjain tugas yang banyak dosa gue ","Positive"
"9757",0,"part part malam takbir ","Neutral"
"9758",0,"takbir kah dia","Neutral"
"9759",0," bknya yang takbir cowok ya eh iya gasizh","Neutral"
"9760",-8,"takbir tahun lalu di rumah sakit nemenin mamah juang time flies sok fast ","Negative"
"9761",0,"takbir ki sing kencang boleh takbir mas ora suara kenalpot l klakson e","Neutral"
"9762",0,"mantrp banget nih kalo malam takbir di tag host dapat bigwin terus dapat congrats deh","Neutral"
"9763",0,"habis tonton takbir ","Neutral"
"9764",-2,"takbir kok main twt enggak ada yang ajak main ya ","Negative"
"9765",-4,"baru balik rumah selesai urus malam takbir sama anak i love my neighbourhood sok much moga allah temu kita dengan ramadhan ikut idulfitri h","Negative"
"9766",0,"malam takbir masih enggak ada yang mau gedor dm saya ","Neutral"
"9767",0," motor gue enggak bisa ada stater pas rombong takbir mau belok arah gue","Neutral"
"9768",0," takbir kali","Neutral"
"9769",0,"kalian ikut takbir keliling enggak ","Neutral"
"9770",4,"aman malam takbir brimob bone laksana patroligabungan ","Positive"
"9771",0,"malam takbir ba maksiat","Neutral"
"9772",0,"vibes malam takbir memang beda banget","Neutral"
"9773",0,"ramadhan day malam takbir ","Neutral"
"9774",8,"bahagia itu sederhana malam takbir di dukuh atas ","Positive"
"9775",5,"etdeh np pada antem an siee ini malam takbir loh enggak bisa apa damai dulu bntran","Positive"
"9776",0," lagi takbir maszeee","Neutral"
"9777",-4,"rt momenny pas banget baca ini pas takbir di mana aku rasa sudah nyia ini ramadhan ","Negative"
"9778",-2," kok enggak takbir kliling ","Negative"
"9779",0," takbir di tempat gawe","Neutral"
"9780",0,"malam takbir ngumpul di ruang depan sama keluarga obrol sambil dengar suara takbir dari masjid ","Neutral"
"9781",0,"takbir apa lagi nyembuhin kepala yang sesak","Neutral"
"9782",0,"anies duet andai ku tahu bareng pasha ungu di malam takbir jis ","Neutral"
"9783",0," takbir dan sholat eid ","Neutral"
"9784",-7,"aduh baca qrt nya orang lagi malam takbir jahat jahat banget ngetiknya astagaaaaaaaaa terus kenapa jadi ngedrag agama sebelah dst dst deh astaga memang netijen suka nyimpulin sendiri saja ","Negative"
"9785",4,"selamat malam takbir happy ied mubarak buat teman teman muslim yang raya","Positive"
"9786",0,"tahun ini untuk pertama kali habis puasa akhir dan takbir sama ayang","Neutral"
"9787",0," habis jebak macet gara gara takbir kelilingface the sun trailer facethesun ada seventeen ","Neutral"
"9788",-2,"dulu jam sd sampai masih rame tradisi takbir keliling bawa obor sekarang kok sudah jarangg banget ya","Negative"
"9789",5,"aku dari habis subuh nyuci baju gorden kasih makan ayam kucing ikan bersih rumah ngepel nyembelih ekor ayam nyabutin bulu motong ngecat pagar rumah nyuci kendara nyeterika baju bersihin kamar mandi nyekar ke kubur syukur lebaran takbir ","Positive"
"9790",0," ya takbir kocak deh lu","Neutral"
"9791",2,"selamat malam takbir dan aku masih ada tryout lagi pingsan ","Positive"
"9792",4,"polsek siaga personel aman malam takbir ","Positive"
"9793",-2," aneh sih kalo takbir enggak bareng ayang","Negative"
"9794",0,"iki takbir opo horegomah e geter kabeh lurr ","Neutral"
"9795",0,"malam takbir sambil tonton kinnporscheep ","Neutral"
"9796",0,"malam takbir jaga kandang dong ","Neutral"
"9797",0,"ketika tim favorit cleansheet dan subur gol saat malam takbir masyaallah berkah ","Neutral"
"9798",0,"rt di takbir ra cah ","Neutral"
"9799",0,"akhir dengar takbir keliling lagi lewat depan rumah eidmubarak","Neutral"
"9800",4,"polsek siaga personel aman malam takbir via ","Positive"
"9801",0," enggak malam takbir juga deh dosajadi gas saja lahhhh lesgooww","Neutral"
"9802",4,"previewnya pas malam takbir wkwk mantap txt album preview thursdayschild albumpreview tomorrow kali together good boy gone bad","Positive"
"9803",0,"kenapa tetangga gue ikut euphoria takbir pakai setel lagu tiktok gede ","Neutral"
"9804",-2,"baru mau merem keingetan suruh masang hordeng sama ngepel beban anak perawan tiap malam takbir ","Negative"
"9805",0,"akhir bisa pakai layout ini agar suai dengan tema malam takbir","Neutral"
"9806",9,"rt takbir rasa lebih khusyuk dan hikmat di masjid dan mushollajangan lupa terap prokes opsketupatlodaya t","Positive"
"9807",0,"mulai tahun lalu tiap takbir selalu rasa syukur bangetkeinget sih buah hati lahir ke dunia di satu hari jelang lebaran ","Neutral"
"9808",2,"malam takbir di magelang lumayan asik rupa","Positive"
"9809",0,"takbir auto mewek deres banget ","Neutral"
"9810",4,"malam takbir benar jadi ibuibuk nyetrikaaa abrek wkwkwk","Positive"
"9811",0," takbir dengan antri cuci mobik ","Neutral"
"9812",-4," cayaaang malam takbir mana nih kamu ","Negative"
"9813",0,"siapa yang malam takbir masih saja kejar deadline ","Neutral"
"9814",-4,"sing takbir ya ana sing lagi mumet karena orang tua ya ana wkw","Negative"
"9815",0,"takbir dong say","Neutral"
"9816",0,"yuk takbir ","Neutral"
"9817",-4,"punya teman dekat cowok dari sampai sampai sekarang kalau pulkam selalu mana sama dia tadi pas pawai takbir pulang nya aku sama dia jalan dulu eh tiba dia ajak aku nikah heol aku cuma bisa respons dengan tawa doang dia bilang aku serius loh dan aku masih tawa saja ","Negative"
"9818",0,"takbir remix dj","Neutral"
"9819",2,"tahun ini vibe lebaran sudah lumayan rasa tadi depan rumah anak pada takbir sambil bawa bedug ","Positive"
"9820",0,"malam takbir tangis ira karena bakal tinggal bulan ramadhan tapi karena dengar american football","Neutral"
"9821",0,"teman takbir gasiy ","Neutral"
"9822",0,"adekku diicariin nyata lagi takbir di masjid ","Neutral"
"9823",0,"rt malam takbir sendiri di rumah suami sama anak ikut takbir keliling ngantuk banget ","Neutral"
"9824",0,"yang lain takbir aing kutat di dapur sama tumpuk cuci piring dan gelas dan alat masak tapi biar enggak ot saja sih","Neutral"
"9825",0," fix takbir lo berak pasti","Neutral"
"9826",0," anying ini kocak banget masa ajak mbak mekdi takbir","Neutral"
"9827",-3,"gue apa sih malam takbir keluar rumah nyarik macet njing","Negative"
"9828",0,"lagi takbir kucing anak ekor ","Neutral"
"9829",0,"takbir enggak ","Neutral"
"9830",0,"lebaran tahun yang lalu takbir begini sambil telfonan sama rangga","Neutral"
"9831",-2,"enggak rasa sudah taun saja malam takbir tahun lalu tuh isi dengan cry cry ","Negative"
"9832",-3,"malam takbir kena demam yuhu kumeriang kumelayang yuhuu","Negative"
"9833",4,"dalam rangka gopay masih ada isi aku mau bagi nih di malam takbir drop qr gopay kamu ya jangan lihat nominal ya for fun saja selamat lebaran semua ","Positive"
"9834",0,"rt anies baswedan hadir festival malam takbir di jis tempofoto","Neutral"
"9835",5," ep bangkek sad end pengin bakar tofu gue aaa malam takbir gua tangis ggra tofuu kasihan banget tofu gue enggak bahagia dari ep ","Positive"
"9836",9,"takbir rasa lebih khusyuk dan hikmat di masjid dan mushollajangan lupa terap prokes opsketupatlodaya tetapprokes ","Positive"
"9837",10,"aku sudah bilang malam ini ada acara lomba takbir betul start nya dari depan kantor camat dan rumah ku dekat banget sama kantor jadi cukup diam di depan rumah saja tunggu belum itu belum jadi ini fyi aku bakal cerita tentang aku suka sama seseorang","Positive"
"9838",0,"rt malam takbir mei ","Neutral"
"9839",-9," hooh baru tau tadi kalo besok pas sudah ada takbir wkwkksoalnya di tempat lain deh dari sore tapi di tempat baru malam habis isya jadi bingung mana ada yang bilang lusa kan tuh","Negative"
"9840",0," besok saja maaf sekarang takbir dulu wkwk","Neutral"
"9841",0,"malam takbir sendiri di rumah suami sama anak ikut takbir keliling ngantuk banget ","Neutral"
"9842",0,"masih gapaham kenapa tiap malam takbir pada main petas ","Neutral"
"9843",0,"dengar takbir yang diremix pakai musik edm begitu dosa tidak ya random benar suggest youtube aing ","Neutral"
"9844",0,"takbir on duty ","Neutral"
"9845",5,"di mana mana takbir karena besok lebaran tenang saja kemanayo sudah nyiapin manis momen lebaran kamu jadi yang mau rehat pas otw mudik di toll bisa nih pakai rekomendasi rest area ala kemanayo panjang pulau jawa semua sedia gratis ","Positive"
"9846",-4,"malam takbir malah konser wkwkwk sirkel setan t t ","Negative"
"9847",-2,"rt orang takbir gua doang yang teriak sumpah serapah tonton mil ","Negative"
"9848",0,"malam takbir yang warna oleh petas di luar sana dan yutuban dc yang ada acipa nya","Neutral"
"9849",0," takbir g","Neutral"
"9850",0,"enggak punya ayang jadi takbir keliling kota bareng abang grab ","Neutral"
"9851",9,"malam takbir bareng sayang sudah senang banget hehe lisa ","Positive"
"9852",-1,"malam takbir biasa lagi makan rendang sama bapak hehe","Negative"
"9853",-4," cari masalah memang malam takbir biar besok dimaapin","Negative"
"9854",0,"ribu warga camat tonjong kabupaten brebes ikut pawai obor saat malam takbir minggu publisherstory ","Neutral"
"9855",0,"di takbir ra cah ","Neutral"
"9856",0," takbir hoi ","Neutral"
"9857",0,"malam takbir dan gue tres","Neutral"
"9858",0," tapi takbir di masjid ada kan ya","Neutral"
"9859",0,"bapak gue malam takbir ngechat rumah","Neutral"
"9860",-4,"pls gue malam takbir begini ngomgin dremies ke indonesia bikin iri saja","Negative"
"9861",0,"teman gue malam takbir malah nge date","Neutral"
"9862",0," tolong baru takbir otak traveling","Neutral"
"9863",-3,"allhamdullilah malam takbir ada yang ajak keluar ","Negative"
"9864",-2,"apandan kok malam takbir gue malah melow ","Negative"
"9865",0,"agak gabut ya bunda takbir kali ini ","Neutral"
"9866",0," takbir sembari tunggu barca main begadang ","Neutral"
"9867",-3,"sedih takbir cuman rumah saja ","Negative"
"9868",-4,"rt jauh jauh ke lah alias lenteng agung pinggir jaksel jagakarsa demi promo takbir mskipun enggak borong banyak ","Negative"
"9869",0,"kalo dengar takbir jadi ingat takbir di pondok pas kkn","Neutral"
"9870",0," tak takbir dhisit ya mak ","Neutral"
"9871",0,"ini orang yang pacar pas takbir mamak nya enggak nyuruh nyapu rumah apa ya","Neutral"
"9872",3," oke g maaf lagi takbir","Positive"
"9873",0,"selamat takbir rutinitas dari kecil memang pasti selalu tangis sampai nanti tidur selalu sedih dengar takbir","Neutral"
"9874",0,"malam takbir isi dengan menggabut sampai mampus","Neutral"
"9875",0," yaelah cannn anak gadis malam takbir makan tembok gegara lu c","Neutral"
"9876",0,"berkahh malam takbir ","Neutral"
"9877",-5,"alira kata gue lu minta maaf sih ke mm itu jadi kena dampak padahal enggak ada kerjasama kasihan sudah kena dampak opini jelek lu adminnya kerja malam takbir begini lurus kesalahpahaman ckck","Negative"
"9878",4,"minggu mei monitoring giat piket malam aman malam takbir hari raya idul fitri syawal h sama di jl dari saharjo lurah manggarai selatan ","Positive"
"9879",0,"alhamdulillah bisa dengar takbir dengan tenanggg","Neutral"
"9880",-7," enggak bisa kalo enggak tangis dengar suara takbir duh sedih banget malam takbir kali ini","Negative"
"9881",0,"masuk waktu ritual saat malam takbir masker ","Neutral"
"9882",3,"rt foto masih simpan di file takbir di jati bundar tanah abang belum gue muslim tapi sudah biasa dengan ceria","Positive"
"9883",4," lah kalo selamat lagi takbir","Positive"
"9884",0,"malam takbir karang taruna desa manemeng gelar pawaiobor ","Neutral"
"9885",4,"enak banget pada takbir sama ayang","Positive"
"9886",0,"deh malam takbir tapi pikaw enggak lirik ekoun gue juga","Neutral"
"9887",-1,"gue dari kecil selalu pengin ikut takbir keliling tapi sampai sekarang belum sampai ","Negative"
"9888",9," sunyi rasa tahun ini tanpa takbir dari ustaz adam iman yang kami cinta rana allah ","Positive"
"9889",4,"orang pada takbir keliling desa aku main sama dua majikan ganteng wkwk","Positive"
"9890",-2,"woii jangan cepat cepat apa waktu masih mau dengar takbir lebih lama","Negative"
"9891",0,"rafael leao suruh pulang takbir saja","Neutral"
"9892",-7,"gabut banget malam takbir mau keluar eh malah gajadi teman gua enggak tau mana deh","Negative"
"9893",0,"malam takbir nya aku ngantuk gaess ","Neutral"
"9894",4," terimakasih bang sudah update di malam takbir minal aidin wal faidzin ya wan maaf kalo gue sering manggil lu adek wawan padahal muda gue ","Positive"
"9895",-2,"tadi tuh ada yang takbir pakai salon yang dinaikin ke pick up dan tau mereka ada efek jedag jedugnya tau enggak sih gue kayak yang yang benar saja lu takbir masa ada jedag jedugnya mnangis miris ","Negative"
"9896",0,"gua mau takbir saja mls macet buset","Neutral"
"9897",4,"malam takbir isi dengan tonton my liberation notes sayang","Positive"
"9898",0,"rt takbir pakai bahasa arab ada yang tau kalau anus takbir pakai bahasa apa ya ","Neutral"
"9899",10,"nenek kilas canda itu buat semua orang senyum cerah dan segar suasana itu tanda keluarga bahagia senyum hadir cara spontan dalam hal kecil yang tak duga om saiful bilang nenek ingin rasa suasana baru di malam takbir tante sarah bilang kalau diam","Positive"
"9900",-3,"rt malam takbir balut sedih nek ki","Negative"
"9901",0," pemdes dan phbi madani gelar pawai obor keliling malam takbir h ","Neutral"
"9902",-2,"ini kok pada ikut takbira keliling gd yang ajak aku sih pntek aku bangun tidur clingak clinguk lihat jam ira msi set mau ikut takbir keliling tauny sudah kelar ppeekkkk","Negative"
"9903",0,"alhamdulillah takbir tahun ini rame banget jadi asa banget vibe mau lebaran ","Neutral"
"9904",1,"ayo malam takbir enggak usah tangis hehe","Positive"
"9905",-4,"malam takbir mana ini bestie ","Negative"
"9906",0,"tiap tahun yang pasti jadi kalo malam takbir di jeneponto ada orang kelahi","Neutral"
"9907",0,"mau marah tapi ini malam takbir sabar sabar sabaarrrr coba mau kembali fitrah ya begini hehe hehe hehe","Neutral"
"9908",-1,"siapa yang takbir malah tonton heartstopper gue gemas banget aduh ","Negative"
"9909",4," cie ganti pp selamat malam takbir juga aa","Positive"
"9910",0,"kasihan anak enggak ada yang bawa takbir emaknya masih sibuk di dapur ","Neutral"
"9911",0,"malam takbir tahun baru","Neutral"
"9912",-4,"siapa sini yang malam takbir masih di chat atas masalah kerjaanaku","Negative"
"9913",0," ayo takbir","Neutral"
"9914",-2,"malam takbir tuh harus senang bukan marah marah","Negative"
"9915",15,"tiap malam takbir tuh asa kaya buncah bahagia bunga kaya orang jatuh cinta lol mungkin beberapa tahun akhir agak beda ya karena pandemic tapi excitementnya gaberubah bahkan lebiih tiap tahun sayang banget lagi halang huhu moga bisa ktm ramadhan tahun depan ","Positive"
"9916",0,"rt takbir di sanhok ","Neutral"
"9917",0,"yang lain pada takbir tetangga gue malah karaoke ","Neutral"
"9918",4,"semangat buat yang lagi tampil takbir ","Positive"
"9919",0,"malam takbir ketika rame banget yang ngetag wkwkwk ","Neutral"
"9920",-2,"ini malam takbir aku doang yang gbt kayak","Negative"
"9921",11,"gila muda mud pada rapi amat malam begini deh pada pakai kayak tuh baju lebaran buat takbir","Positive"
"9922",0,"kenapa tiap malam takbir sih baru rasa nyesal enggak punya teman rumah ","Neutral"
"9923",-4,"tetangga gue dangdut kencang banget anjir takbir kalah sudah ","Negative"
"9924",0,"rt hendak agar tampak takbir al umm jilid halaman ","Neutral"
"9925",0,"minta nya sih malam takbir minta genjot sampai pagi tau baru ronde sudah tepar ","Neutral"
"9926",0,"takbir rumah ","Neutral"
"9927",-4,"rt mas brian doa dulu biar pas tugas takbir jalan lancar dan enggak sakit tenggorok ","Negative"
"9928",0,"semua hak terima maaf kecuali mafia minyak dan orang yang geber motor di jalan pas malam takbir ","Neutral"
"9929",0,"malam takbir ","Neutral"
"9930",-2,"orang mah takbir gua malah teriak goal ","Negative"
"9931",4,"kangen takbir su","Positive"
"9932",0," ramai nder bahkan aku sampai nostalgia ngingat malam takbir sama kakek nenek di kampung ","Neutral"
"9933",0," sahabatlapastaluhari ini tepat pada malam takbir sambut hari raya idul fitri lembaga masyarakat kelas iii talu laksana takbir di mushala at taubah lapas talu giat ini laksana oleh warga bina masyarakat ","Neutral"
"9934",0,"malam takbir","Neutral"
"9935",4,"eh serius di wita ada takbir enggak sih ","Positive"
"9936",-6,"dulu sempat pas balik dari kampung kan terus pas di lampu merah lihat orang takbir di jalan riuh banget terus aku kayak oh nyata kayak begini ya itu pertama kali lihat begitu cara langsung","Negative"
"9937",4,"pada takbir semua mutual gue bagus","Positive"
"9938",1,"rt ribu warga padat festival tabuh beduk takbir jis ","Positive"
"9939",0,"malam takbir bikin report ","Neutral"
"9940",0,"malam takbir lupa belum bikin kartu ucap ucap untuk kerja sudah beres ucap buat personal belum ","Neutral"
"9941",0,"mabok takbir hadh","Neutral"
"9942",0,"rt sudah rame takbir saja nih","Neutral"
"9943",0,"ini video seonghwa apa yang sliweran enggak banget buat malam takbir","Neutral"
"9944",0,"gemini kalo ikut takbir kepala nya di pukul pakai palu bedug","Neutral"
"9945",4,"ini kenapa adik yang takbir dideket rumah gua sangat penuh emosi ya","Positive"
"9946",0,"mugia lembur ab kondusif gusti capek tiap takbir sareng tahun baru ngadadak rarese manusa tahun ","Neutral"
"9947",-3,"rt takbir stuff tunggu barca main lama banget anjim","Negative"
"9948",-2," orang takbir gua doang yang teriak sumpah serapah tonton mil ","Negative"
"9949",0,"takbir ya marung kalian nopo meds ","Neutral"
"9950",0,"neng bisa lihat pawai obor di malam takbir setelah dua tahun ","Neutral"
"9951",0,"malam takbir bobo sama ningning ","Neutral"
"9952",0,"yang lain mah takbir gue mah bagi dong dong tak tak nya saja deh","Neutral"
"9953",0," wih asik ling ikut takbir","Neutral"
"9954",0,"ya allah takbir pengin tangis","Neutral"
"9955",9,"nanti masak bareng bersih bareng mandi di sungai ramai ramai buka sama nanti pasti pada rebut makan sholat tarawih bareng sahur bareng takbir bareng makan langkitang sama kerupuk kuah behh mantap banget","Positive"
"9956",-2,"cuma orang gabut yang di malam takbir malah main qrt ","Negative"
"9957",-4,"rt nanti malam takbir mau pada mana ","Negative"
"9958",4,"usaha buat enggak mbrebes mil ketika takbir kumandang kangen sekal sama mamak bapak ","Positive"
"9959",2,"ini anak anak bisa takbir nya yang serius enggak sih teriak teriak begitu bikin emo sih","Positive"
"9960",0," yuk deh ngikut takbir","Neutral"
"9961",0," takbir enggak ash ","Neutral"
"9962",-5,"agak iri sama yang bisa jalan nongkrong pas malam takbir karena aku selalu ngebabu tiap malam takbir btw ucap lebaran ku balas besok ya masih ngebabu ","Negative"
"9963",0,"malam takbir ada video mbak xooos ","Neutral"
"9964",11,"luv banget sama malam takbir enggak sabar tunggu besok lepas segala hasrat pendam tatap opor dengan penuh kasih sayang","Positive"
"9965",5,"wakapolsek kuta polresta denpasar akp i ketut budi arsana sh pimpin giat apel kesiap padat lalin dan aman takbir upaya cipta rasa aman dan lancar yang tempat di halaman mapolsek kuta jalan raya tuban kuta badung minggu sore kuta ","Positive"
"9966",0,"malam takbir gue absurd banget","Neutral"
"9967",-3,"rt ketika tenggelam matahari pada akhir hari antara hari hari di bulan ramadhan karena itu jika kulihat hilal bul","Negative"
"9968",1," ah iya kokas mah ampun deh tanah abang thamrin kalo malam takbir mah memang padat sampai kampung mlayu","Positive"
"9969",12,"dulu pupu ku kerja di alfa pas malam takbir lembur terus pagi nya habis sholat id langsung cus kerja gue yang lihat njiir kaya nya gue enggak betah kaya begitu syukur banget dpet kerja yang enak pas hari raya libur lama gue senang banget pas lebaran walaupun mungkin tak serama dulu ","Positive"
"9970",-5,"h umm night ride any sda surabaya maybe prefer sda sih enggak raya takbir dan sekarang bingung pengin kmna ya cuma temenin jalan saja sih inti sumpek saja pf maaf sambat ","Negative"
"9971",0,"niat malam takbir mau ngambis tapi ngantuk banget hadehh","Neutral"
"9972",-10,"biasa kalo takbir begini gue gaboleh mana harus bantuin resin rumah sampai begadang sekarang enggak ada mama rasa mau ngapa ini malas","Negative"
